Gss year for this respondent                       ,Respondent income in constant dollars,Family income in constant dollars,Those in need have to take care of themselves,R has given money to a charity,R done volunteer work for a charity,Others misfortunes do not disturb r,R feels protective towards people taken advantage,R does not feel very sorry for people having pro,R have tender feeling for people less fortunate,Highest year of school completed,Age of respondent,Marital status,Respondent id number,Ballot used for interview
2002,0,18241,Strongly agree,Not at all in the past year,Not at all in the past year,2,Describes very well,3,Describes very well,12,76,Widowed,1284,Ballot a
2002,43779,43779,Agree,At least 2 or 3 times in the past year,Not at all in the past year,2,4,2,4,17,61,Married,1285,Ballot c
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,64,Never married,1286,Ballot a
2002,0,486,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,64,Never married,1287,Ballot b
2002,31618,36482,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,31,Never married,1288,Ballot c
2002,43779,43779,Agree,Once in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,4,16,44,Never married,1289,Ballot b
2002,0,31618,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,68,Married,1290,Ballot b
2002,36482,36482,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,3,3,3,3,11,23,Never married,1291,Ballot c
2002,13377,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,29,Married,1292,Ballot b
2002,15809,15809,Strongly agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,Describes very well,Describes very well,14,46,Divorced,1293,Ballot a
2002,20673,20673,Agree,Once in the past year,Not at all in the past year,3,Describes very well,Describes very well,Describes very well,12,39,Divorced,1294,Ballot b
2002,36482,36482,Disagree,Once a month,Not at all in the past year,4,4,4,4,14,46,Never married,1295,Ballot c
2002,65668,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,36,Married,1296,Ballot c
2002,0,0,Agree,Once a month,Not at all in the past year,Does not describe very well,4,2,Describes very well,12,22,Never married,1297,Ballot a
2002,13377,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,23,Separated,1298,Ballot c
2002,80261,97286,Disagree,At least 2 or 3 times in the past year,Not at all in the past year,4,Describes very well,3,4,11,67,Married,1299,Ballot c
2002,23105,36482,Strongly agree,Once a month,At least 2 or 3 times in the past year,2,4,2,4,12,65,Married,1300,Ballot a
2002,26754,53507,Disagree,Once in the past year,Once in the past year,3,4,3,Does not describe very well,12,23,Separated,1301,Ballot b
2002,23105,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,34,Divorced,1302,Ballot a
2002,31618,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,29,Married,1303,Ballot c
2002,0,36482,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,50,Married,1304,Ballot a
2002,36482,80261,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,53,Married,1305,Ballot c
2002,97286,160197,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,Dont know,18,41,Married,1306,Ballot b
2002,0,80261,Neither agree nor disagree,Once a month,Once in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,63,Married,1307,Ballot c
2002,65668,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,59,Divorced,1308,Ballot a
2002,36482,53507,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,32,Married,1309,Ballot b
2002,0,8756,Disagree,Once in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,4,13,48,Never married,1310,Ballot a
2002,486,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,23,Never married,1311,Ballot a
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No answer,44,Married,1312,Ballot b
2002,0,8756,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,20,Never married,1313,Ballot c
2002,36482,80261,Agree,Once a month,Once a month,2,Describes very well,3,Describes very well,10,47,Married,1314,Ballot a
2002,15809,15809,Disagree,At least 2 or 3 times in the past year,Once in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,9,33,Separated,1315,Ballot c
2002,26754,26754,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,32,Never married,1316,Ballot a
2002,0,20673,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,49,Divorced,1317,Ballot c
2002,0,43779,Neither agree nor disagree,Once a month,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Does not describe very well,17,59,Never married,1318,Ballot a
2002,0,6324,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,3,3,Does not describe very well,Describes very well,11,45,Never married,1319,Ballot c
2002,0,23105,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,57,Married,1320,Ballot b
2002,20673,31618,Agree,Once a month,At least 2 or 3 times in the past year,2,4,2,4,14,48,Married,1321,Ballot a
2002,26754,26754,Agree,Once in the past year,Not at all in the past year,Does not describe very well,4,3,3,17,34,Never married,1322,Ballot b
2002,31618,53507,Agree,At least 2 or 3 times in the past year,Not at all in the past year,2,4,2,3,19,28,Married,1323,Ballot c
2002,26754,26754,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,23,Never married,1324,Ballot c
2002,80261,80261,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,2,3,3,4,11,25,Never married,1325,Ballot a
2002,31618,36482,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,3,3,3,4,14,48,Never married,1326,Ballot b
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,46,Divorced,1327,Ballot b
2002,13377,15809,Agree,Not at all in the past year,Not at all in the past year,3,3,3,3,12,25,Never married,1328,Ballot b
2002,20673,20673,Strongly disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,4,Describes very well,Describes very well,17,52,Divorced,1329,Ballot c
2002,43779,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,41,Divorced,1330,Ballot b
2002,486,1946,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,47,Married,1331,Ballot c
2002,1946,1946,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,3,3,4,3,8,41,Never married,1332,Ballot a
2002,8756,18241,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,3,3,3,3,14,34,Married,1333,Ballot b
2002,0,5351,Agree,Not at all in the past year,More than once a week,Describes very well,Describes very well,Describes very well,Describes very well,8,52,Never married,1334,Ballot c
2002,15809,15809,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,36,Divorced,1335,Ballot a
2002,0,5351,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,66,Divorced,1336,Ballot b
2002,0,53507,Disagree,Once a month,More than once a week,3,4,3,4,19,69,Married,1337,Ballot a
2002,31618,43779,Strongly disagree,Once a month,Not at all in the past year,2,Describes very well,2,Describes very well,12,61,Married,1338,Ballot c
2002,0,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,68,Widowed,1339,Ballot a
2002,235707,160197,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,58,Never married,1340,Ballot b
2002,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,70,Married,1341,Ballot c
2002,23105,23105,Disagree,Once in the past year,Once in the past year,Describes very well,Describes very well,Describes very well,Describes very well,13,58,Divorced,1342,Ballot c
2002,0,23105,Neither agree nor disagree,Once in the past year,Once in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,15,24,Never married,1343,Ballot c
2002,0,486,Disagree,Not at all in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,11,24,Never married,1344,Ballot a
2002,8756,8756,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,2,4,3,3,12,48,Divorced,1345,Ballot b
2002,0,8756,Disagree,Not at all in the past year,Not at all in the past year,2,4,Does not describe very well,Describes very well,7,52,Married,1346,Ballot c
2002,18241,26754,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,31,Never married,1347,Ballot a
2002,1946,1946,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,19,Never married,1348,Ballot b
2002,0,486,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,19,Never married,1349,Ballot c
2002,10945,10945,Agree,Once a week,Once a week,4,3,2,4,11,22,Never married,1350,Ballot a
2002,10945,10945,Strongly agree,Not at all in the past year,Not at all in the past year,4,3,3,Describes very well,9,20,Never married,1351,Ballot b
2002,0,486,Strongly agree,Not at all in the past year,Once in the past year,4,Describes very well,4,3,8,64,Separated,1352,Ballot c
2002,15809,26754,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,26,Married,1353,Ballot b
2002,43779,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,32,Married,1354,Ballot b
2002,13377,15809,Agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,4,Describes very well,12,25,Married,1355,Ballot a
2002,26754,26754,Disagree,Once a month,Once a month,Does not describe very well,Describes very well,Does not describe very well,Describes very well,10,56,Widowed,1356,Ballot c
2002,36482,65668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,48,Married,1357,Ballot a
2002,53507,97286,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,14,48,Married,1358,Ballot b
2002,43779,43779,Disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,4,Does not describe very well,3,20,64,Widowed,1359,Ballot c
2002,26754,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,32,Married,1360,Ballot b
2002,31618,160197,Disagree,Once a month,At least 2 or 3 times in the past year,2,Describes very well,3,4,20,28,Married,1361,Ballot a
2002,53507,97286,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,3,2,3,4,20,43,Married,1362,Ballot b
2002,97286,160197,Agree,Once a week,Once in the past year,3,4,2,4,16,52,Divorced,1363,Ballot c
2002,0,43779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,81,Married,1364,Ballot b
2002,15809,15809,Agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,Describes very well,4,12,30,Divorced,1365,Ballot c
2002,18241,18241,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,61,Widowed,1366,Ballot b
2002,43779,53507,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,59,Divorced,1367,Ballot c
2002,20673,43779,Agree,Once a month,Not at all in the past year,Does not describe very well,4,Does not describe very well,Describes very well,12,40,Married,1368,Ballot b
